date,order_id,product,sku,quantity,unit_price,discount_amount,revenue
2019-03-15,585-11-6748,Sports and travel,SKU-585-11-6,3,96.8,58.08,232.32000000000005
2019-03-01,470-31-3286,Health and beauty,SKU-470-31-3,3,14.82,0.0,44.46
2019-02-15,152-68-2907,Food and beverages,SKU-152-68-2,3,52.2,0.0,156.6
2019-02-17,123-35-4896,Sports and travel,SKU-123-35-4,9,46.66,0.0,419.94
2019-01-26,258-69-7810,Fashion accessories,SKU-258-69-7,5,36.85,0.0,184.25
2019-03-24,334-64-2006,Home and lifestyle,SKU-334-64-2,2,70.32,0.0,140.64
2019-01-23,219-61-4139,Electronic accessories,SKU-219-61-4,1,83.08,0.0,83.08
2019-01-26,881-41-7302,Fashion accessories,SKU-881-41-7,1,64.99,0.0,64.99000000000001
2019-03-14,373-09-4567,Food and beverages,SKU-373-09-4,10,77.56,0.0,775.6
2019-03-17,642-30-6693,Sports and travel,SKU-642-30-6,6,54.51,65.412,261.648
2019-01-08,484-22-8230,Fashion accessories,SKU-484-22-8,7,51.89,0.0,363.23
2019-02-08,830-58-2383,Home and lifestyle,SKU-830-58-2,4,31.75,0.0,127.0
2019-02-10,559-98-9873,Fashion accessories,SKU-559-98-9,7,53.65,0.0,375.55
2019-03-28,544-32-5024,Food and beverages,SKU-544-32-5,4,49.79,0.0,199.16
2019-01-23,318-12-0304,Fashion accessories,SKU-318-12-0,1,30.61,0.0,30.610000000000003
2019-01-17,349-97-8902,Food and beverages,SKU-349-97-8,2,57.89,0.0,115.78
2019-02-07,421-95-9805,Electronic accessories,SKU-421-95-9,1,28.96,0.0,28.96
2019-03-09,277-35-5865,Food and beverages,SKU-277-35-5,9,98.97,0.0,890.7299999999999
2019-01-24,789-23-8625,Fashion accessories,SKU-789-23-8,3,93.22,0.0,279.65999999999997
2019-01-19,284-54-4231,Sports and travel,SKU-284-54-4,1,80.93,0.0,80.93
2019-02-03,443-59-0061,Food and beverages,SKU-443-59-0,10,67.45,0.0,674.5
2019-03-20,509-29-3912,Sports and travel,SKU-509-29-3,9,38.72,69.69600000000001,278.78400000000005
2019-01-13,327-40-9673,Sports and travel,SKU-327-40-9,6,72.6,0.0,435.6
2019-03-14,840-19-2096,Electronic accessories,SKU-840-19-2,5,87.91,0.0,439.54999999999995
2019-01-23,828-46-6863,Food and beverages,SKU-828-46-6,6,98.53,0.0,591.1800000000001
2019-02-07,641-96-3695,Fashion accessories,SKU-641-96-3,6,43.46,0.0,260.76
2019-03-28,420-97-3340,Food and beverages,SKU-420-97-3,3,71.68,0.0,215.04
2019-03-20,436-54-4512,Food and beverages,SKU-436-54-4,1,91.61,0.0,91.61
2019-01-17,670-79-6321,Home and lifestyle,SKU-670-79-6,7,94.59,0.0,662.13
2019-01-12,852-62-7105,Fashion accessories,SKU-852-62-7,10,83.25,0.0,832.5
2019-02-16,598-06-7312,Fashion accessories,SKU-598-06-7,1,91.35,0.0,91.35000000000001
2019-01-26,135-13-8269,Food and beverages,SKU-135-13-8,2,78.88,0.0,157.76
2019-03-09,816-57-2053,Sports and travel,SKU-816-57-2,2,60.87,24.348,97.392
2019-03-14,628-90-8624,Health and beauty,SKU-628-90-8,10,82.58,0.0,825.8000000000001
2019-01-25,856-66-2701,Home and lifestyle,SKU-856-66-2,3,53.3,0.0,159.9
2019-01-26,308-39-1707,Fashion accessories,SKU-308-39-1,1,12.09,0.0,12.09
2019-01-19,149-61-1929,Sports and travel,SKU-149-61-1,10,64.19,0.0,641.9
2019-03-05,655-07-2265,Electronic accessories,SKU-655-07-2,3,78.31,0.0,234.93
2019-01-15,589-02-8023,Food and beverages,SKU-589-02-8,2,83.77,0.0,167.54
2019-03-18,420-04-7590,Home and lifestyle,SKU-420-04-7,3,99.7,0.0,299.1
2019-03-20,182-88-2763,Food and beverages,SKU-182-88-2,3,79.91,0.0,239.73
2019-01-15,188-55-0967,Health and beauty,SKU-188-55-0,10,66.47,0.0,664.6999999999999
2019-03-03,610-46-4100,Health and beauty,SKU-610-46-4,7,28.95,0.0,202.65
2019-03-19,318-81-2368,Electronic accessories,SKU-318-81-2,1,46.2,0.0,46.199999999999996
2019-03-08,364-33-8584,Food and beverages,SKU-364-33-8,5,17.63,0.0,88.15
2019-02-27,665-63-9737,Fashion accessories,SKU-665-63-9,3,52.42,0.0,157.26
2019-02-23,695-09-5146,Food and beverages,SKU-695-09-5,3,98.79,0.0,296.37
2019-03-19,155-45-3814,Electronic accessories,SKU-155-45-3,8,88.55,0.0,708.4000000000001
2019-03-27,794-32-2436,Electronic accessories,SKU-794-32-2,2,55.67,0.0,111.34
2019-03-30,131-15-8856,Food and beverages,SKU-131-15-8,8,72.52,0.0,580.16
2019-02-16,273-84-2164,Electronic accessories,SKU-273-84-2,5,12.05,0.0,60.25
2019-01-18,706-36-6154,Home and lifestyle,SKU-706-36-6,9,19.36,0.0,174.24
2019-03-30,778-89-7974,Health and beauty,SKU-778-89-7,6,70.21,0.0,421.26
2019-03-20,574-31-8277,Fashion accessories,SKU-574-31-8,1,33.63,0.0,33.63
2019-01-16,859-71-0933,Sports and travel,SKU-859-71-0,2,15.49,0.0,30.980000000000004
2019-02-24,740-11-5257,Electronic accessories,SKU-740-11-5,10,24.74,0.0,247.39999999999998
2019-01-15,369-82-2676,Electronic accessories,SKU-369-82-2,5,75.66,0.0,378.29999999999995
2019-01-22,563-47-4072,Health and beauty,SKU-563-47-4,6,55.81,0.0,334.86
2019-02-03,742-04-5161,Home and lifestyle,SKU-742-04-5,10,72.78,0.0,727.8000000000001
2019-03-06,149-15-7606,Sports and travel,SKU-149-15-7,9,37.32,67.176,268.704
2019-02-16,133-77-3154,Fashion accessories,SKU-133-77-3,4,60.18,0.0,240.72
2019-03-14,169-52-4504,Electronic accessories,SKU-169-52-4,3,15.69,0.0,47.07
2019-02-27,250-81-7186,Electronic accessories,SKU-250-81-7,1,99.69,0.0,99.69
2019-01-18,562-12-5430,Fashion accessories,SKU-562-12-5,3,88.15,0.0,264.45
2019-01-29,816-72-8853,Sports and travel,SKU-816-72-8,5,27.93,0.0,139.65
2019-02-26,491-38-3499,Fashion accessories,SKU-491-38-3,1,55.45,0.0,55.449999999999996
2019-02-03,322-02-2271,Sports and travel,SKU-322-02-2,3,42.97,0.0,128.91
2019-01-16,842-29-4695,Sports and travel,SKU-842-29-4,7,17.14,0.0,119.98
2019-03-24,725-67-2480,Fashion accessories,SKU-725-67-2,6,58.75,0.0,352.5
2019-02-12,641-51-2661,Food and beverages,SKU-641-51-2,10,87.1,0.0,871.0
2019-02-21,714-02-3114,Sports and travel,SKU-714-02-3,2,98.8,0.0,197.6
2019-02-04,518-17-2983,Fashion accessories,SKU-518-17-2,4,48.63,0.0,194.52
2019-02-20,779-42-2410,Food and beverages,SKU-779-42-2,3,57.74,0.0,173.22
2019-02-23,190-14-3147,Health and beauty,SKU-190-14-3,4,17.97,0.0,71.88000000000001
2019-02-16,408-66-6712,Health and beauty,SKU-408-66-6,6,47.71,0.0,286.26
2019-01-17,679-22-6530,Sports and travel,SKU-679-22-6,2,40.62,0.0,81.24000000000001
2019-01-14,588-47-8641,Fashion accessories,SKU-588-47-8,10,56.04,0.0,560.4
2019-03-30,642-61-4706,Food and beverages,SKU-642-61-4,2,93.4,0.0,186.79999999999998
2019-03-02,576-31-4774,Health and beauty,SKU-576-31-4,3,73.41,0.0,220.23
2019-02-15,556-41-6224,Health and beauty,SKU-556-41-6,8,33.64,0.0,269.12
2019-03-01,811-03-8790,Electronic accessories,SKU-811-03-8,10,45.48,0.0,454.8
2019-02-24,242-11-3142,Fashion accessories,SKU-242-11-3,2,83.77,0.0,167.54
2019-02-19,752-23-3760,Sports and travel,SKU-752-23-3,7,64.08,0.0,448.56
2019-02-23,274-05-5470,Food and beverages,SKU-274-05-5,4,73.47,0.0,293.88
2019-02-07,648-94-3045,Health and beauty,SKU-648-94-3,10,58.95,0.0,589.5
2019-01-11,130-67-4723,Food and beverages,SKU-130-67-4,6,48.5,0.0,291.0
2019-02-12,528-87-5606,Electronic accessories,SKU-528-87-5,1,39.48,0.0,39.480000000000004
2019-01-14,320-85-2052,Sports and travel,SKU-320-85-2,1,34.81,0.0,34.81
2019-01-09,370-96-0655,Fashion accessories,SKU-370-96-0,6,49.32,0.0,295.92
2019-02-27,105-10-6182,Fashion accessories,SKU-105-10-6,2,21.48,0.0,42.959999999999994
2019-01-24,510-79-0415,Sports and travel,SKU-510-79-0,6,23.08,0.0,138.48
2019-01-08,241-96-5076,Home and lifestyle,SKU-241-96-5,2,49.1,0.0,98.2
2019-01-08,767-97-4650,Sports and travel,SKU-767-97-4,2,64.83,0.0,129.66
2019-01-16,648-83-1321,Home and lifestyle,SKU-648-83-1,10,63.56,0.0,635.6
2019-03-13,173-57-2300,Sports and travel,SKU-173-57-2,2,72.88,29.152,116.608
2019-02-15,305-03-2383,Food and beverages,SKU-305-03-2,3,67.1,0.0,201.3
2019-01-25,394-55-6384,Sports and travel,SKU-394-55-6,9,70.19,0.0,631.7099999999999
2019-03-12,266-20-6657,Food and beverages,SKU-266-20-6,7,55.04,0.0,385.28
2019-03-04,689-05-1884,Health and beauty,SKU-689-05-1,10,48.63,0.0,486.3
2019-02-10,196-01-2849,Fashion accessories,SKU-196-01-2,7,73.38,0.0,513.66
2019-01-16,372-62-5264,Food and beverages,SKU-372-62-5,9,52.6,0.0,473.4
2019-01-29,800-09-8606,Home and lifestyle,SKU-800-09-8,5,87.37,0.0,436.85
2019-01-01,182-52-7000,Sports and travel,SKU-182-52-7,4,27.04,0.0,108.16
2019-01-06,826-58-8051,Home and lifestyle,SKU-826-58-8,4,62.19,0.0,248.76
2019-02-19,868-06-0466,Electronic accessories,SKU-868-06-0,9,69.58,0.0,626.2199999999999
2019-01-12,751-41-9720,Home and lifestyle,SKU-751-41-9,10,97.5,0.0,975.0
2019-02-07,626-43-7888,Fashion accessories,SKU-626-43-7,8,60.41,0.0,483.28000000000003
2019-03-27,176-64-7711,Food and beverages,SKU-176-64-7,3,32.32,0.0,96.96000000000001
2019-02-27,191-29-0321,Fashion accessories,SKU-191-29-0,10,19.77,0.0,197.70000000000002
2019-01-06,729-06-2010,Health and beauty,SKU-729-06-2,9,80.47,0.0,724.23
2019-03-02,640-48-5028,Home and lifestyle,SKU-640-48-5,9,88.39,0.0,795.51
2019-03-29,186-79-9562,Health and beauty,SKU-186-79-9,7,71.77,0.0,502.39
2019-01-31,834-45-5519,Electronic accessories,SKU-834-45-5,4,43.0,0.0,172.0
2019-01-21,162-65-8559,Food and beverages,SKU-162-65-8,1,68.98,0.0,68.98
2019-01-20,760-27-5490,Fashion accessories,SKU-760-27-5,8,15.62,0.0,124.96
2019-01-17,445-30-9252,Sports and travel,SKU-445-30-9,3,25.7,0.0,77.1
2019-02-28,786-94-2700,Food and beverages,SKU-786-94-2,6,80.62,0.0,483.72
2019-03-19,728-88-7867,Home and lifestyle,SKU-728-88-7,4,75.53,0.0,302.12
2019-02-19,183-21-3799,Electronic accessories,SKU-183-21-3,9,77.63,0.0,698.6700000000001
2019-02-04,268-20-3585,Health and beauty,SKU-268-20-3,9,13.85,0.0,124.64999999999999
2019-01-31,735-32-9839,Fashion accessories,SKU-735-32-9,8,98.7,0.0,789.6
2019-02-06,258-92-7466,Health and beauty,SKU-258-92-7,5,35.68,0.0,178.4
2019-03-28,857-16-3520,Fashion accessories,SKU-857-16-3,7,71.46,0.0,500.21999999999997
2019-01-19,482-17-1179,Electronic accessories,SKU-482-17-1,3,11.94,0.0,35.82
2019-02-17,788-21-5741,Fashion accessories,SKU-788-21-5,3,45.38,0.0,136.14000000000001
2019-01-18,821-14-9046,Fashion accessories,SKU-821-14-9,6,17.48,0.0,104.88
2019-02-02,418-05-0656,Fashion accessories,SKU-418-05-0,7,25.56,0.0,178.92000000000002
2019-01-18,678-79-0726,Sports and travel,SKU-678-79-0,9,90.63,0.0,815.67
2019-03-18,776-68-1096,Home and lifestyle,SKU-776-68-1,3,44.12,0.0,132.36
2019-01-11,592-46-1692,Food and beverages,SKU-592-46-1,7,36.77,0.0,257.39
2019-02-04,434-35-9162,Food and beverages,SKU-434-35-9,4,23.34,0.0,93.36
2019-02-06,149-14-0304,Health and beauty,SKU-149-14-0,8,28.5,0.0,228.0
2019-01-08,442-44-6497,Home and lifestyle,SKU-442-44-6,3,55.57,0.0,166.71
2019-03-05,174-64-0215,Sports and travel,SKU-174-64-0,10,69.74,139.48,557.92
2019-03-16,210-74-9613,Fashion accessories,SKU-210-74-9,4,97.26,0.0,389.04
2019-03-09,299-29-0180,Home and lifestyle,SKU-299-29-0,7,52.18,0.0,365.26000000000005
2019-03-01,247-11-2470,Fashion accessories,SKU-247-11-2,4,22.32,0.0,89.28
2019-02-28,635-28-5728,Health and beauty,SKU-635-28-5,3,56.0,0.0,168.0
2019-02-08,756-49-0168,Fashion accessories,SKU-756-49-0,1,19.7,0.0,19.7
2019-01-24,438-23-1242,Electronic accessories,SKU-438-23-1,7,75.88,0.0,531.16
2019-03-01,238-45-6950,Food and beverages,SKU-238-45-6,1,53.72,0.0,53.72
2019-03-10,607-65-2441,Health and beauty,SKU-607-65-2,10,81.95,0.0,819.5
2019-03-23,386-27-7606,Home and lifestyle,SKU-386-27-7,7,81.2,0.0,568.4000000000001
2019-01-29,137-63-5492,Electronic accessories,SKU-137-63-5,10,58.76,0.0,587.6
2019-01-12,197-77-7132,Electronic accessories,SKU-197-77-7,8,91.56,0.0,732.48
2019-03-20,805-86-0265,Home and lifestyle,SKU-805-86-0,9,93.96,0.0,845.64
2019-03-23,733-29-1227,Home and lifestyle,SKU-733-29-1,7,55.61,0.0,389.27
2019-01-14,451-73-2711,Food and beverages,SKU-451-73-2,1,84.83,0.0,84.83
2019-02-12,373-14-0504,Sports and travel,SKU-373-14-0,2,71.63,0.0,143.26
2019-02-20,546-80-2899,Home and lifestyle,SKU-546-80-2,2,37.69,0.0,75.38
2019-01-02,345-68-9016,Sports and travel,SKU-345-68-9,8,31.67,0.0,253.36
2019-02-02,390-17-5806,Food and beverages,SKU-390-17-5,1,38.42,0.0,38.42
2019-01-08,457-13-1708,Fashion accessories,SKU-457-13-1,10,65.23,0.0,652.3
2019-01-30,664-14-2882,Home and lifestyle,SKU-664-14-2,5,10.53,0.0,52.65
2019-03-26,487-79-6868,Home and lifestyle,SKU-487-79-6,9,12.29,0.0,110.61
2019-01-15,314-23-4520,Health and beauty,SKU-314-23-4,7,81.23,0.0,568.6099999999999
2019-03-14,210-30-7976,Fashion accessories,SKU-210-30-7,4,22.32,0.0,89.28
2019-02-03,585-86-8361,Food and beverages,SKU-585-86-8,5,27.28,0.0,136.4
2019-02-22,807-14-7833,Electronic accessories,SKU-807-14-7,10,17.42,0.0,174.2
2019-01-24,775-72-1988,Home and lifestyle,SKU-775-72-1,5,73.28,0.0,366.40000000000003
2019-01-25,288-38-3758,Fashion accessories,SKU-288-38-3,3,84.87,0.0,254.61
2019-03-09,652-43-6591,Fashion accessories,SKU-652-43-6,8,97.29,0.0,778.3199999999999
2019-02-17,785-96-0615,Electronic accessories,SKU-785-96-0,8,35.74,0.0,285.92
2019-01-11,406-46-7107,Home and lifestyle,SKU-406-46-7,6,96.52,0.0,579.12
2019-02-27,250-17-5703,Food and beverages,SKU-250-17-5,10,18.85,0.0,188.5
2019-03-25,156-95-3964,Food and beverages,SKU-156-95-3,4,55.39,0.0,221.56
2019-02-11,842-40-8179,Food and beverages,SKU-842-40-8,10,77.2,0.0,772.0
2019-01-31,525-09-8450,Electronic accessories,SKU-525-09-8,10,72.13,0.0,721.3
2019-01-20,410-67-1709,Fashion accessories,SKU-410-67-1,8,63.88,0.0,511.03999999999996
2019-03-26,587-73-4862,Health and beauty,SKU-587-73-4,5,10.69,0.0,53.45
2019-01-20,787-87-2010,Health and beauty,SKU-787-87-2,4,55.5,0.0,222.0
2019-03-05,593-14-4239,Home and lifestyle,SKU-593-14-4,8,95.46,0.0,763.6800000000001
2019-01-05,801-88-0346,Fashion accessories,SKU-801-88-0,3,76.06,0.0,228.18
2019-02-13,388-76-2555,Sports and travel,SKU-388-76-2,6,13.69,0.0,82.14
2019-03-16,711-31-1234,Electronic accessories,SKU-711-31-1,4,95.64,0.0,382.56
2019-01-15,886-54-6089,Home and lifestyle,SKU-886-54-6,6,11.43,0.0,68.58
2019-02-26,707-32-7409,Sports and travel,SKU-707-32-7,4,95.54,0.0,382.15999999999997
2019-02-27,759-98-4285,Health and beauty,SKU-759-98-4,7,85.87,0.0,601.09
2019-02-17,201-63-8275,Sports and travel,SKU-201-63-8,7,67.99,0.0,475.93
2019-02-06,471-06-8611,Food and beverages,SKU-471-06-8,1,52.42,0.0,52.419999999999995
2019-01-17,200-16-5952,Food and beverages,SKU-200-16-5,2,65.65,0.0,131.3
2019-01-22,120-54-2248,Food and beverages,SKU-120-54-2,5,28.86,0.0,144.29999999999998
2019-03-05,102-77-2261,Health and beauty,SKU-102-77-2,7,65.31,0.0,457.17
2019-01-03,875-31-8302,Sports and travel,SKU-875-31-8,1,93.38,0.0,93.38000000000001
2019-03-20,102-06-2002,Sports and travel,SKU-102-06-2,5,25.25,25.25,101.0
2019-01-31,457-94-0464,Electronic accessories,SKU-457-94-0,9,87.87,0.0,790.8299999999999
2019-02-19,629-42-4133,Health and beauty,SKU-629-42-4,8,21.8,0.0,174.4
2019-02-11,534-53-3526,Sports and travel,SKU-534-53-3,4,94.76,0.0,379.04
2019-02-05,307-04-2070,Fashion accessories,SKU-307-04-2,1,30.62,0.0,30.620000000000005
2019-03-03,468-99-7231,Home and lifestyle,SKU-468-99-7,8,44.01,0.0,352.08000000000004
2019-02-24,516-77-6464,Health and beauty,SKU-516-77-6,5,10.16,0.0,50.800000000000004
2019-02-04,404-91-5964,Electronic accessories,SKU-404-91-5,7,74.58,0.0,522.0600000000001
2019-02-19,886-77-9084,Electronic accessories,SKU-886-77-9,8,71.89,0.0,575.12
2019-01-23,790-38-4466,Health and beauty,SKU-790-38-4,5,10.99,0.0,54.949999999999996
2019-01-14,704-10-4056,Health and beauty,SKU-704-10-4,3,60.47,0.0,181.41
2019-01-17,497-37-6538,Sports and travel,SKU-497-37-6,7,58.91,0.0,412.37
2019-03-03,651-96-5970,Fashion accessories,SKU-651-96-5,1,46.41,0.0,46.41
2019-02-15,400-80-4065,Health and beauty,SKU-400-80-4,4,68.55,0.0,274.20000000000005
2019-01-15,744-16-7898,Home and lifestyle,SKU-744-16-7,10,97.37,0.0,973.7
2019-02-27,263-12-5321,Electronic accessories,SKU-263-12-5,7,92.6,0.0,648.2
2019-02-26,702-72-0487,Electronic accessories,SKU-702-72-0,2,46.61,0.0,93.22
2019-03-15,605-83-1050,Fashion accessories,SKU-605-83-1,2,27.18,0.0,54.36
2019-01-24,443-60-9639,Home and lifestyle,SKU-443-60-9,1,60.87,0.0,60.87
2019-02-22,864-24-7918,Sports and travel,SKU-864-24-7,10,24.49,0.0,244.89999999999998
2019-03-15,359-94-5395,Health and beauty,SKU-359-94-5,1,92.78,0.0,92.78
2019-02-11,401-09-4232,Home and lifestyle,SKU-401-09-4,5,86.69,0.0,433.45
2019-01-12,751-15-6198,Sports and travel,SKU-751-15-6,6,23.01,0.0,138.06
2019-03-03,324-41-6833,Electronic accessories,SKU-324-41-6,8,30.2,0.0,241.6
2019-03-23,474-33-8305,Fashion accessories,SKU-474-33-8,7,67.39,0.0,471.73
2019-03-04,759-29-9521,Fashion accessories,SKU-759-29-9,9,48.96,0.0,440.64000000000004
2019-02-23,831-81-6575,Electronic accessories,SKU-831-81-6,9,75.59,0.0,680.3100000000001
2019-03-17,220-68-6701,Home and lifestyle,SKU-220-68-6,4,77.47,0.0,309.88
2019-01-16,618-34-8551,Sports and travel,SKU-618-34-8,2,93.18,0.0,186.35999999999999
2019-01-08,257-60-7754,Electronic accessories,SKU-257-60-7,4,50.23,0.0,200.92000000000002
2019-01-14,559-61-5987,Health and beauty,SKU-559-61-5,1,17.75,0.0,17.75
2019-01-31,189-55-2313,Fashion accessories,SKU-189-55-2,10,62.18,0.0,621.8
2019-03-15,565-91-4567,Health and beauty,SKU-565-91-4,8,10.75,0.0,86.0
2019-02-24,380-60-5336,Electronic accessories,SKU-380-60-5,10,40.26,0.0,402.6
2019-02-08,815-04-6282,Sports and travel,SKU-815-04-6,5,64.97,0.0,324.84999999999997
2019-03-22,674-56-6360,Electronic accessories,SKU-674-56-6,1,95.15,0.0,95.15
2019-01-24,778-34-2523,Electronic accessories,SKU-778-34-2,8,48.62,0.0,388.96000000000004
2019-03-14,499-27-7781,Food and beverages,SKU-499-27-7,8,53.21,0.0,425.68
2019-01-23,477-59-2456,Fashion accessories,SKU-477-59-2,7,45.44,0.0,318.08
2019-01-19,832-51-6761,Food and beverages,SKU-832-51-6,8,33.88,0.0,271.03999999999996
2019-01-27,869-11-3082,Health and beauty,SKU-869-11-3,4,96.16,0.0,384.64
2019-02-03,190-59-3964,Food and beverages,SKU-190-59-3,5,47.16,0.0,235.8
2019-03-25,366-43-6862,Electronic accessories,SKU-366-43-6,4,52.89,0.0,211.56
2019-02-24,186-43-8965,Home and lifestyle,SKU-186-43-8,2,47.68,0.0,95.36
2019-02-07,784-21-9238,Sports and travel,SKU-784-21-9,1,10.17,0.0,10.17
2019-03-04,276-75-6884,Health and beauty,SKU-276-75-6,3,68.71,0.0,206.13
2019-02-14,109-86-4363,Sports and travel,SKU-109-86-4,7,60.08,0.0,420.56
2019-01-29,569-76-2760,Sports and travel,SKU-569-76-2,4,22.01,0.0,88.03999999999999
2019-01-28,222-42-0244,Health and beauty,SKU-222-42-0,9,72.11,0.0,648.99
2019-03-26,760-53-9233,Fashion accessories,SKU-760-53-9,3,41.28,0.0,123.84
2019-03-24,538-22-0304,Electronic accessories,SKU-538-22-0,10,64.95,0.0,649.5
2019-01-01,416-17-9926,Electronic accessories,SKU-416-17-9,10,74.22,0.0,742.1999999999999
2019-01-24,237-44-6163,Electronic accessories,SKU-237-44-6,8,10.56,0.0,84.47999999999999
2019-02-25,636-17-0325,Health and beauty,SKU-636-17-0,4,62.57,0.0,250.27999999999997
2019-01-09,343-75-9322,Sports and travel,SKU-343-75-9,8,11.85,0.0,94.80000000000001
2019-02-14,528-14-9470,Health and beauty,SKU-528-14-9,1,91.3,0.0,91.3
2019-03-12,427-45-9297,Home and lifestyle,SKU-427-45-9,7,40.73,0.0,285.11
2019-03-26,807-34-3742,Fashion accessories,SKU-807-34-3,1,52.38,0.0,52.38
2019-01-09,288-62-1085,Fashion accessories,SKU-288-62-1,5,38.54,0.0,192.70000000000002
2019-01-02,670-71-7306,Sports and travel,SKU-670-71-7,6,44.63,0.0,267.78
2019-01-15,660-29-7083,Electronic accessories,SKU-660-29-7,10,55.87,0.0,558.7
2019-01-01,271-77-8740,Sports and travel,SKU-271-77-8,6,29.22,0.0,175.32000000000002
2019-02-15,497-36-0989,Fashion accessories,SKU-497-36-0,3,51.94,0.0,155.82
2019-02-28,291-59-1384,Electronic accessories,SKU-291-59-1,1,60.3,0.0,60.3
2019-03-02,860-73-6466,Sports and travel,SKU-860-73-6,2,39.47,15.788,63.152
2019-02-13,549-23-9016,Food and beverages,SKU-549-23-9,2,14.87,0.0,29.740000000000002
2019-01-26,896-34-0956,Fashion accessories,SKU-896-34-0,1,21.32,0.0,21.32
2019-01-30,804-38-3935,Electronic accessories,SKU-804-38-3,3,93.78,0.0,281.34
2019-01-27,585-90-0249,Electronic accessories,SKU-585-90-0,1,73.26,0.0,73.26
2019-01-30,862-29-5914,Sports and travel,SKU-862-29-5,1,22.38,0.0,22.38
2019-01-08,845-94-6841,Food and beverages,SKU-845-94-6,9,72.88,0.0,655.92
2019-01-19,125-45-2293,Fashion accessories,SKU-125-45-2,6,99.1,0.0,594.6
2019-01-25,843-73-4724,Fashion accessories,SKU-843-73-4,1,74.1,0.0,74.10000000000001
2019-02-19,409-33-9708,Fashion accessories,SKU-409-33-9,2,98.48,0.0,196.95999999999998
2019-01-14,658-66-3967,Health and beauty,SKU-658-66-3,7,53.19,0.0,372.33000000000004
2019-02-25,866-70-2814,Electronic accessories,SKU-866-70-2,10,52.79,0.0,527.9
2019-01-23,160-22-2687,Health and beauty,SKU-160-22-2,5,95.95,0.0,479.75
2019-02-16,895-03-6665,Fashion accessories,SKU-895-03-6,9,36.51,0.0,328.59
2019-01-01,770-42-8960,Food and beverages,SKU-770-42-8,8,21.12,0.0,168.95999999999998
2019-03-07,748-45-2862,Home and lifestyle,SKU-748-45-2,4,28.31,0.0,113.24
2019-02-15,234-36-2483,Health and beauty,SKU-234-36-2,6,57.59,0.0,345.54
2019-01-23,316-66-3011,Food and beverages,SKU-316-66-3,9,47.63,0.0,428.67
2019-02-20,848-95-6252,Home and lifestyle,SKU-848-95-6,1,86.27,0.0,86.27
2019-01-08,840-76-5966,Sports and travel,SKU-840-76-5,2,12.76,0.0,25.52
2019-03-17,152-03-4217,Home and lifestyle,SKU-152-03-4,9,11.28,0.0,101.52000000000001
2019-01-12,533-66-5566,Home and lifestyle,SKU-533-66-5,7,51.07,0.0,357.49
2019-01-08,124-31-1458,Electronic accessories,SKU-124-31-1,3,79.59,0.0,238.76999999999998
2019-01-26,176-78-1170,Health and beauty,SKU-176-78-1,3,33.81,0.0,101.42999999999999
2019-03-15,361-59-0574,Sports and travel,SKU-361-59-0,8,90.53,144.848,579.392
2019-01-17,101-81-4070,Health and beauty,SKU-101-81-4,2,62.82,0.0,125.64
2019-01-08,631-34-1880,Food and beverages,SKU-631-34-1,3,24.31,0.0,72.92999999999999
2019-01-06,852-82-2749,Sports and travel,SKU-852-82-2,4,64.59,0.0,258.36
2019-02-16,873-14-6353,Food and beverages,SKU-873-14-6,7,24.82,0.0,173.73999999999998
2019-03-13,584-66-4073,Fashion accessories,SKU-584-66-4,1,56.5,0.0,56.5
2019-01-28,544-55-9589,Electronic accessories,SKU-544-55-9,10,21.43,0.0,214.29999999999998
2019-01-18,166-19-2553,Sports and travel,SKU-166-19-2,6,89.06,0.0,534.36
2019-03-19,737-88-5876,Home and lifestyle,SKU-737-88-5,4,23.29,0.0,93.16
2019-03-15,154-87-7367,Home and lifestyle,SKU-154-87-7,8,65.26,0.0,522.0799999999999
2019-02-12,885-56-0389,Fashion accessories,SKU-885-56-0,1,52.35,0.0,52.35
2019-02-25,608-05-3804,Electronic accessories,SKU-608-05-3,1,39.75,0.0,39.75
2019-03-21,448-61-3783,Electronic accessories,SKU-448-61-3,8,90.02,0.0,720.16
2019-01-19,761-49-0439,Electronic accessories,SKU-761-49-0,8,12.1,0.0,96.8
2019-01-08,490-95-0021,Food and beverages,SKU-490-95-0,10,33.21,0.0,332.09999999999997
2019-03-30,115-38-7388,Fashion accessories,SKU-115-38-7,8,10.18,0.0,81.44
2019-02-20,311-13-6971,Sports and travel,SKU-311-13-6,10,31.99,0.0,319.9
2019-03-30,291-55-6563,Home and lifestyle,SKU-291-55-6,6,34.42,0.0,206.52
2019-03-19,548-48-3156,Food and beverages,SKU-548-48-3,2,83.34,0.0,166.68
2019-01-13,460-93-5834,Sports and travel,SKU-460-93-5,7,45.58,0.0,319.06
2019-02-05,325-89-4209,Food and beverages,SKU-325-89-4,1,87.9,0.0,87.9
2019-03-23,884-80-6021,Electronic accessories,SKU-884-80-6,10,73.47,0.0,734.6999999999999
2019-03-13,137-74-8729,Fashion accessories,SKU-137-74-8,8,12.19,0.0,97.52
2019-03-17,880-46-5796,Sports and travel,SKU-880-46-5,10,76.92,153.84000000000003,615.36
2019-02-21,389-70-2397,Health and beauty,SKU-389-70-2,5,83.66,0.0,418.29999999999995
2019-02-07,114-35-5271,Electronic accessories,SKU-114-35-5,8,57.91,0.0,463.28000000000003
